country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Andorra,AND,2/7/2021,,,,,34,,,,440,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/8/2021,,,,,28,,,,362,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/9/2021,,,,,28,,,,362,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/10/2021,1291,1291,,,28,1.67,1.67,,362,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/11/2021,,,,,48,,,,621,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/12/2021,1622,1622,,,68,2.1,2.1,,880,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/13/2021,,,,,74,,,,958,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/14/2021,,,,,81,,,,1048,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/15/2021,,,,,87,,,,1126,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/16/2021,,,,,94,,,,1217,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/17/2021,,,,,100,,,,1294,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/18/2021,,,,,87,,,,1126,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/19/2021,2141,2141,,,74,2.77,2.77,,958,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/20/2021,,,,,71,,,,919,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/21/2021,,,,,67,,,,867,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/22/2021,,,,,64,,,,828,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/23/2021,,,,,60,,,,777,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Andorra,AND,2/24/2021,2390,2390,,,57,3.09,3.09,,738,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12468-mes-de-7-000-persones-s-inscriuen-per-rebre-la-vacuna-el-primer-dia-d-acces-a-la-plataforma
Anguilla,AIA,2/4/2021,0,0,,,,0,0,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Anguilla,AIA,2/5/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Anguilla,AIA,2/6/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Anguilla,AIA,2/7/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Anguilla,AIA,2/8/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Anguilla,AIA,2/9/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Anguilla,AIA,2/10/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Anguilla,AIA,2/11/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Anguilla,AIA,2/12/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Anguilla,AIA,2/13/2021,1341,1341,,,149,8.94,8.94,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Anguilla,AIA,2/14/2021,2762,2762,,1421,331,18.41,18.41,,22064,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Argentina,ARG,12/29/2020,700,,,,,0,,,,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,12/30/2020,,,,,15656,,,,346,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,12/31/2020,32013,,,,15656,0.07,,,346,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/1/2021,,,,,11070,,,,245,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/2/2021,,,,,8776,,,,194,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/3/2021,,,,,7400,,,,164,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/4/2021,39599,,,,6483,0.09,,,143,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/5/2021,,,,,7984,,,,177,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/6/2021,,,,,8173,,,,181,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/7/2021,,,,,8363,,,,185,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/8/2021,107542,,,,10519,0.24,,,233,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/9/2021,,,,,11942,,,,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/10/2021,,,,,13365,,,,296,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/11/2021,,,,,14788,,,,327,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/12/2021,,,,,14056,,,,311,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/13/2021,166833,,,,13323,0.37,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/14/2021,,,,,13320,,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/15/2021,200759,,,,13317,0.44,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/16/2021,,,,,12971,,,,287,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/17/2021,,,,,12624,,,,279,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/18/2021,,,,,12278,,,,272,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/19/2021,,,,,11932,,,,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/20/2021,247933,243539,4394,,11586,0.55,0.54,0.01,256,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/21/2021,265724,249372,16352,17791,11704,0.59,0.55,0.04,259,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/22/2021,279602,254456,25146,13878,11263,0.62,0.56,0.06,249,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/23/2021,288064,258876,29188,8462,11124,0.64,0.57,0.06,246,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/24/2021,292023,260036,31987,3959,10342,0.65,0.58,0.07,229,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/25/2021,292386,260122,32264,363,9046,0.65,0.58,0.07,200,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/26/2021,305880,266969,38911,13494,9626,0.68,0.59,0.09,213,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/27/2021,318033,272323,45710,12153,10014,0.7,0.6,0.1,222,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/28/2021,327999,276548,51451,9966,8896,0.73,0.61,0.11,197,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/29/2021,344034,278451,65583,16035,9205,0.76,0.62,0.15,204,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/30/2021,366384,281023,85361,22350,11189,0.81,0.62,0.19,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/31/2021,,,,,11299,,,,250,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/1/2021,375851,281577,94274,,11924,0.83,0.62,0.21,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/2/2021,,,,,11475,,,,254,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/3/2021,396562,284196,112366,,11218,0.88,0.63,0.25,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/4/2021,444018,297717,146301,47456,16574,0.98,0.66,0.32,367,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/5/2021,,,,,16238,,,,359,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/6/2021,471383,307501,163882,,15000,1.04,0.68,0.36,332,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/7/2021,501152,319316,181836,29769,18576,1.11,0.71,0.4,411,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/8/2021,511582,322318,189264,10430,19390,1.13,0.71,0.42,429,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/9/2021,513178,322975,190203,1596,18139,1.14,0.71,0.42,401,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/10/2021,535303,337772,197531,22125,19820,1.18,0.75,0.44,439,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/11/2021,572928,362649,210279,37625,18416,1.27,0.8,0.47,407,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/12/2021,591632,368023,223609,18704,19133,1.31,0.81,0.49,423,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/13/2021,606245,371629,234616,14613,19266,1.34,0.82,0.52,426,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/14/2021,609605,372122,237483,3360,15493,1.35,0.82,0.53,343,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/15/2021,609791,372181,237610,186,14030,1.35,0.82,0.53,310,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/16/2021,611169,373253,237916,1378,13999,1.35,0.83,0.53,310,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/17/2021,612322,374002,238320,1153,11003,1.35,0.83,0.53,243,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/18/2021,635583,392399,243184,23261,8951,1.41,0.87,0.54,198,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/19/2021,668654,414958,253696,33071,11003,1.48,0.92,0.56,243,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/20/2021,707148,445614,261534,38494,14415,1.56,0.99,0.58,319,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/21/2021,720267,456929,263338,13119,15809,1.59,1.01,0.58,350,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/22/2021,722234,458822,263412,1967,16063,1.6,1.02,0.58,355,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/23/2021,746615,481689,264926,24381,19349,1.65,1.07,0.59,428,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/24/2021,780455,513394,267061,33840,24019,1.73,1.14,0.59,531,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/25/2021,829832,558831,271001,49377,27750,1.84,1.24,0.6,614,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/26/2021,903915,620635,283280,74083,33609,2,1.37,0.63,744,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/27/2021,984895,694470,290425,80980,39678,2.18,1.54,0.64,878,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Australia,AUS,2/15/2021,0,0,,,,0,0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/16/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/17/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/18/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/19/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/20/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/21/2021,0,0,,0,,0,0,,,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/22/2021,20,20,,20,3,0,0,,0,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/23/2021,2879,2879,,2859,411,0.01,0.01,,16,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/24/2021,6908,6908,,4029,987,0.03,0.03,,39,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/25/2021,17500,17500,,10592,2500,0.07,0.07,,98,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/26/2021,23504,23504,,6004,3358,0.09,0.09,,132,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2/27/2021,26033,26033,,2529,3719,0.1,0.1,,146,Pfizer/BioNTech,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Austria,AUT,1/10/2021,,6784,,,,,0.08,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/11/2021,,11559,,,,,0.13,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/12/2021,,13172,,,,,0.15,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/13/2021,21259,20064,,,,0.24,0.22,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/14/2021,47087,29359,,25828,6457,0.52,0.33,,717,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/15/2021,67473,39751,,20386,9243,0.75,0.44,,1026,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/16/2021,76066,50402,,8593,9134,0.84,0.56,,1014,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/17/2021,82005,55450,,5939,8678,0.91,0.62,,964,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/18/2021,88973,60708,304,6968,9673,0.99,0.67,0,1074,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/19/2021,97389,70474,1034,8416,10876,1.08,0.78,0.01,1208,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/20/2021,127354,86888,2007,29965,15156,1.41,0.96,0.02,1683,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/21/2021,152843,105038,3214,25489,15108,1.7,1.17,0.04,1677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/22/2021,163692,121216,3540,10849,13746,1.82,1.35,0.04,1526,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/23/2021,168700,132105,4243,5008,13233,1.87,1.47,0.05,1469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/24/2021,171416,135249,4289,2716,12773,1.9,1.5,0.05,1418,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/25/2021,177179,137044,4306,5763,12601,1.97,1.52,0.05,1399,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/26/2021,187606,146587,4346,10427,12888,2.08,1.63,0.05,1431,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/27/2021,191749,153859,5126,4143,9199,2.13,1.71,0.06,1021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/28/2021,198091,163806,5633,6342,6464,2.2,1.82,0.06,718,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/29/2021,208878,174262,7157,10787,6455,2.32,1.93,0.08,717,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/30/2021,220647,183628,13551,11769,7421,2.45,2.04,0.15,824,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/31/2021,224792,185291,15207,4145,7625,2.5,2.06,0.17,847,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/1/2021,227802,186479,15866,3010,7232,2.53,2.07,0.18,803,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/2/2021,241258,189926,19062,13456,7665,2.68,2.11,0.21,851,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/3/2021,252707,194287,28233,11449,8708,2.81,2.16,0.31,967,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/4/2021,262079,198912,39329,9372,9141,2.91,2.21,0.44,1015,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/5/2021,277431,202160,50669,15352,9793,3.08,2.24,0.56,1087,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/6/2021,284578,208144,62123,7147,9133,3.16,2.31,0.69,1014,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
